Query_ID,Modelo,Stopwords_Removidas,Stemming_Aplicado,Top_10,P@10,R@10,F1@10,AP
124,Vetorial,1,1,"[('941', np.float64(0.4741), -1), ('1070', np.float64(0.2703), 0), ('898', np.float64(0.2591), 0), ('930', np.float64(0.2253), 0), ('934', np.float64(0.2148), 0), ('514', np.float64(0.209), 0), ('938', np.float64(0.2033), 0), ('1153', np.float64(0.2016), 0), ('1222', np.float64(0.1993), 0), ('1171', np.float64(0.197), 0)]",0.0,0.0,0.0,0.004074059961589653
125,Vetorial,1,1,"[('997', np.float64(0.3924), 2), ('610', np.float64(0.354), 0), ('1195', np.float64(0.3267), 0), ('176', np.float64(0.3206), 3), ('993', np.float64(0.3096), 0), ('695', np.float64(0.2941), 0), ('131', np.float64(0.2547), 0), ('177', np.float64(0.2528), 4), ('697', np.float64(0.2527), 0), ('1352', np.float64(0.2502), 0)]",0.3,0.17647058823529413,0.22222222222222224,0.30133985211371855
126,Vetorial,1,1,"[('1326', np.float64(0.3928), 2), ('1288', np.float64(0.3678), 0), ('974', np.float64(0.3325), 2), ('1095', np.float64(0.321), 0), ('397', np.float64(0.2584), 0), ('1265', np.float64(0.2466), 0), ('773', np.float64(0.2374), 0), ('1083', np.float64(0.2317), 0), ('1237', np.float64(0.226), 0), ('628', np.float64(0.2216), 0)]",0.2,0.25,0.22222222222222224,0.22660186668199697
127,Vetorial,1,1,"[('5', np.float64(0.3966), 0), ('6', np.float64(0.3482), 0), ('158', np.float64(0.3091), 0), ('981', np.float64(0.293), 3), ('869', np.float64(0.2449), 0), ('1073', np.float64(0.2313), 0), ('944', np.float64(0.2228), -1), ('395', np.float64(0.2123), 0), ('1207', np.float64(0.1951), 0), ('587', np.float64(0.1868), 0)]",0.1,0.2,0.13333333333333333,0.12278640059127863
128,Vetorial,1,1,"[('945', np.float64(0.5033), -1), ('1063', np.float64(0.323), 0), ('745', np.float64(0.2572), 0), ('92', np.float64(0.2375), 0), ('1219', np.float64(0.2248), 0), ('988', np.float64(0.2073), 0), ('248', np.float64(0.1974), 0), ('1087', np.float64(0.1944), 0), ('111', np.float64(0.1682), 0), ('12', np.float64(0.1679), 0)]",0.0,0.0,0.0,0.021079527307569467
129,Vetorial,1,1,"[('945', np.float64(0.4147), -1), ('988', np.float64(0.3304), 3), ('987', np.float64(0.2978), 2), ('1281', np.float64(0.2279), 0), ('527', np.float64(0.2248), 0), ('637', np.float64(0.1923), 0), ('1220', np.float64(0.1847), 0), ('507', np.float64(0.1839), 0), ('989', np.float64(0.1636), 3), ('148', np.float64(0.1631), 0)]",0.3,0.42857142857142855,0.3529411764705882,0.24370492108706543
130,Vetorial,1,1,"[('948', np.float64(0.4705), -1), ('859', np.float64(0.4568), 3), ('766', np.float64(0.4293), 2), ('856', np.float64(0.401), 0), ('391', np.float64(0.3982), 0), ('1008', np.float64(0.3839), 3), ('858', np.float64(0.3586), 3), ('658', np.float64(0.3431), 0), ('857', np.float64(0.3335), 0), ('627', np.float64(0.306), 0)]",0.4,0.8,0.5333333333333333,0.45017006802721093
131,Vetorial,1,1,"[('1021', np.float64(0.5012), 0), ('1023', np.float64(0.4778), 0), ('950', np.float64(0.4749), -1), ('1025', np.float64(0.4146), 0), ('1026', np.float64(0.4049), 0), ('1012', np.float64(0.3736), 4), ('952', np.float64(0.3693), 0), ('1017', np.float64(0.3468), 3), ('1020', np.float64(0.3439), 2), ('1015', np.float64(0.3413), 0)]",0.3,0.375,0.33333333333333326,0.2929323606913121
132,Vetorial,1,1,"[('1026', np.float64(0.517), 3), ('1013', np.float64(0.5024), 3), ('1015', np.float64(0.4853), 3), ('1021', np.float64(0.4811), 0), ('1023', np.float64(0.458), 3), ('1020', np.float64(0.4429), 4), ('1014', np.float64(0.422), 1), ('1028', np.float64(0.4189), 0), ('951', np.float64(0.3856), 3), ('1017', np.float64(0.3845), 3)]",0.8,0.5333333333333333,0.64,0.7073457138674528
133,Vetorial,1,1,"[('1026', np.float64(0.5272), 0), ('1013', np.float64(0.5124), 0), ('1015', np.float64(0.495), 0), ('1023', np.float64(0.4671), 0), ('1020', np.float64(0.4517), 1), ('1028', np.float64(0.4391), 0), ('1014', np.float64(0.4303), 0), ('951', np.float64(0.4191), 0), ('1021', np.float64(0.3775), 0), ('1012', np.float64(0.3607), 4)]",0.2,0.2857142857142857,0.23529411764705882,0.15355670281695022
134,Vetorial,1,1,"[('951', np.float64(0.3645), -1), ('1015', np.float64(0.3287), 0), ('1028', np.float64(0.3025), 3), ('1013', np.float64(0.2975), 0), ('1026', np.float64(0.287), 0), ('1014', np.float64(0.2839), 0), ('1012', np.float64(0.2789), 0), ('1023', np.float64(0.2672), 0), ('1020', np.float64(0.2634), 0), ('866', np.float64(0.2271), 0)]",0.1,0.5,0.16666666666666669,0.21428571428571427
135,Vetorial,1,1,"[('1026', np.float64(0.7156), 4), ('1017', np.float64(0.5964), 4), ('1023', np.float64(0.5948), 4), ('1015', np.float64(0.5799), 0), ('1020', np.float64(0.5765), 0), ('1013', np.float64(0.5528), 0), ('1012', np.float64(0.5495), 0), ('1029', np.float64(0.5284), 0), ('951', np.float64(0.523), -1), ('1014', np.float64(0.4859), 0)]",0.3,0.375,0.33333333333333326,0.6144961043858104
136,Vetorial,1,1,"[('951', np.float64(0.366), -1), ('1026', np.float64(0.3575), 0), ('1013', np.float64(0.3531), 0), ('1033', np.float64(0.3365), 0), ('1015', np.float64(0.3357), 0), ('1021', np.float64(0.3295), 1), ('1020', np.float64(0.3186), 0), ('1023', np.float64(0.3168), 0), ('1014', np.float64(0.3028), 0), ('1028', np.float64(0.2937), 0)]",0.1,0.3333333333333333,0.15384615384615383,0.0879054520358868
137,Vetorial,1,1,"[('952', np.float64(0.5124), -1), ('1023', np.float64(0.4068), 0), ('1026', np.float64(0.3836), 0), ('1021', np.float64(0.3583), 3), ('1015', np.float64(0.2873), 0), ('1028', np.float64(0.2771), 0), ('1024', np.float64(0.274), 0), ('1034', np.float64(0.2695), 3), ('1013', np.float64(0.2695), 0), ('1020', np.float64(0.243), 0)]",0.2,0.5,0.28571428571428575,0.2375
138,Vetorial,1,1,"[('953', np.float64(0.5028), -1), ('847', np.float64(0.5006), 0), ('897', np.float64(0.3981), 0), ('844', np.float64(0.3947), 0), ('848', np.float64(0.394), 0), ('846', np.float64(0.3648), 1), ('887', np.float64(0.3577), 0), ('841', np.float64(0.3296), 0), ('1068', np.float64(0.3287), 0), ('890', np.float64(0.3216), 0)]",0.1,0.5,0.16666666666666669,0.12333333333333332
139,Vetorial,1,1,"[('847', np.float64(0.4435), 0), ('897', np.float64(0.3931), 0), ('844', np.float64(0.357), 0), ('848', np.float64(0.3522), 0), ('953', np.float64(0.352), -1), ('846', np.float64(0.3485), 0), ('826', np.float64(0.3468), 0), ('887', np.float64(0.3353), 0), ('1068', np.float64(0.2869), 0), ('1038', np.float64(0.2859), 0)]",0.0,0.0,0.0,0.0069638344417121524
140,Vetorial,1,1,"[('954', np.float64(0.5252), -1), ('922', np.float64(0.2699), 0), ('1038', np.float64(0.2472), 1), ('887', np.float64(0.2269), 0), ('870', np.float64(0.2118), 0), ('890', np.float64(0.2106), 0), ('1039', np.float64(0.2087), 1), ('726', np.float64(0.2072), 0), ('729', np.float64(0.1958), 0), ('497', np.float64(0.1903), 0)]",0.2,0.3333333333333333,0.25,0.12963130250910823
141,Vetorial,1,1,"[('930', np.float64(0.2684), 0), ('1043', np.float64(0.2646), 2), ('889', np.float64(0.2568), 0), ('1038', np.float64(0.254), 1), ('890', np.float64(0.2507), 0), ('732', np.float64(0.2417), 0), ('1044', np.float64(0.2238), 2), ('926', np.float64(0.2164), 0), ('826', np.float64(0.215), 0), ('887', np.float64(0.2129), 0)]",0.3,0.5,0.37499999999999994,0.2836170352111837
142,Vetorial,1,1,"[('954', np.float64(0.293), -1), ('827', np.float64(0.2533), 0), ('887', np.float64(0.1721), 0), ('922', np.float64(0.1559), 0), ('1136', np.float64(0.1554), 0), ('1134', np.float64(0.1549), 0), ('885', np.float64(0.1471), 0), ('1135', np.float64(0.1413), 0), ('1125', np.float64(0.1406), 0), ('741', np.float64(0.1324), 0)]",0.0,0.0,0.0,0.07692307692307693
143,Vetorial,1,1,"[('930', np.float64(0.3964), 0), ('1043', np.float64(0.3768), 1), ('890', np.float64(0.3369), 0), ('1044', np.float64(0.3179), 1), ('889', np.float64(0.3133), 0), ('826', np.float64(0.3051), 0), ('1071', np.float64(0.3041), 0), ('1129', np.float64(0.2994), 0), ('953', np.float64(0.2949), 0), ('887', np.float64(0.2861), 0)]",0.2,1.0,0.33333333333333337,0.5
144,Vetorial,1,1,"[('1045', np.float64(0.3724), 2), ('763', np.float64(0.3117), 3), ('955', np.float64(0.3104), -1), ('839', np.float64(0.2751), 3), ('1340', np.float64(0.2324), 0), ('840', np.float64(0.222), 2), ('838', np.float64(0.218), 3), ('1046', np.float64(0.2159), 0), ('846', np.float64(0.1933), 0), ('891', np.float64(0.1845), 0)]",0.5,0.8333333333333334,0.625,0.7654151404151404
145,Vetorial,1,1,"[('1045', np.float64(0.4029), 3), ('763', np.float64(0.3292), 2), ('839', np.float64(0.3191), 2), ('1051', np.float64(0.2997), 0), ('838', np.float64(0.2906), 2), ('1046', np.float64(0.2594), 0), ('928', np.float64(0.2425), 0), ('1126', np.float64(0.2347), 0), ('1118', np.float64(0.2292), 0), ('1116', np.float64(0.2027), 0)]",0.4,0.5714285714285714,0.47058823529411764,0.612805697317843
146,Vetorial,1,1,"[('1045', np.float64(0.5846), 3), ('955', np.float64(0.5691), -1), ('840', np.float64(0.4712), 1), ('641', np.float64(0.3445), 0), ('854', np.float64(0.2928), 0), ('730', np.float64(0.2512), 0), ('763', np.float64(0.2081), 0), ('839', np.float64(0.2064), 0), ('1175', np.float64(0.1951), 0), ('1046', np.float64(0.1694), 0)]",0.2,1.0,0.33333333333333337,0.8333333333333333
147,Vetorial,1,1,"[('956', np.float64(0.6191), -1), ('1049', np.float64(0.4308), 4), ('1050', np.float64(0.3237), 3), ('1128', np.float64(0.2668), 0), ('1358', np.float64(0.2653), 0), ('1171', np.float64(0.2464), 0), ('843', np.float64(0.2271), 3), ('1145', np.float64(0.225), 0), ('1172', np.float64(0.2232), 0), ('1069', np.float64(0.2164), 0)]",0.3,0.3,0.3,0.25117580104453585
148,Vetorial,1,1,"[('1048', np.float64(0.5607), 2), ('956', np.float64(0.4282), -1), ('1126', np.float64(0.3671), 0), ('1050', np.float64(0.3504), 2), ('761', np.float64(0.3402), 0), ('720', np.float64(0.3342), 0), ('888', np.float64(0.3138), 0), ('928', np.float64(0.3129), 0), ('1049', np.float64(0.3017), 3), ('642', np.float64(0.2998), 0)]",0.3,0.5,0.37499999999999994,0.3628246474028208
149,Vetorial,1,1,"[('930', np.float64(0.422), 3), ('1070', np.float64(0.3448), 0), ('1058', np.float64(0.2829), 3), ('926', np.float64(0.2621), 0), ('1059', np.float64(0.237), 3), ('1068', np.float64(0.2366), 0), ('1044', np.float64(0.2296), 0), ('898', np.float64(0.2028), 0), ('1361', np.float64(0.1982), 0), ('931', np.float64(0.1937), 3)]",0.4,0.36363636363636365,0.380952380952381,0.374732005524063
150,Vetorial,1,1,"[('1074', np.float64(0.6699), 3), ('1062', np.float64(0.6276), -1), ('1075', np.float64(0.5107), 3), ('1259', np.float64(0.4324), 0), ('1108', np.float64(0.4193), 0), ('124', np.float64(0.3513), 0), ('1202', np.float64(0.3475), 0), ('231', np.float64(0.3245), 0), ('1243', np.float64(0.3233), 0), ('610', np.float64(0.2912), 0)]",0.2,1.0,0.33333333333333337,0.8333333333333333
151,Vetorial,1,1,"[('1062', np.float64(0.3825), -1), ('678', np.float64(0.3651), 0), ('676', np.float64(0.3507), 0), ('1246', np.float64(0.3468), 0), ('924', np.float64(0.3307), 0), ('52', np.float64(0.3254), 0), ('247', np.float64(0.3099), 0), ('465', np.float64(0.3001), 0), ('222', np.float64(0.2982), 0), ('250', np.float64(0.2966), 0)]",0.0,0.0,0.0,0.045156721435364075
152,Vetorial,1,1,"[('671', np.float64(0.4302), 0), ('1225', np.float64(0.3416), 0), ('336', np.float64(0.3113), 0), ('333', np.float64(0.3081), 0), ('794', np.float64(0.2816), 0), ('678', np.float64(0.273), 0), ('3', np.float64(0.2489), 0), ('72', np.float64(0.2487), 0), ('924', np.float64(0.2464), 0), ('250', np.float64(0.2387), 0)]",0.0,0.0,0.0,0.01168820164918326
153,Vetorial,1,1,"[('1063', np.float64(0.5794), -1), ('1085', np.float64(0.375), 3), ('1081', np.float64(0.3733), 4), ('393', np.float64(0.2716), 0), ('394', np.float64(0.2484), 0), ('323', np.float64(0.2265), 0), ('1082', np.float64(0.215), 4), ('666', np.float64(0.1954), 0), ('117', np.float64(0.1924), 0), ('329', np.float64(0.1888), 0)]",0.3,0.42857142857142855,0.3529411764705882,0.26213338530521846
154,Vetorial,1,1,"[('832', np.float64(0.5382), 0), ('1087', np.float64(0.4199), 2), ('1088', np.float64(0.4055), 3), ('1054', np.float64(0.3373), 0), ('1262', np.float64(0.2967), 0), ('1055', np.float64(0.2519), 0), ('1063', np.float64(0.2444), -1), ('111', np.float64(0.2395), 0), ('1086', np.float64(0.2213), 0), ('584', np.float64(0.1867), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
155,Vetorial,1,1,"[('553', np.float64(0.3861), 0), ('1099', np.float64(0.3507), 4), ('1100', np.float64(0.2699), 2), ('1097', np.float64(0.2676), 0), ('1065', np.float64(0.2376), -1), ('1101', np.float64(0.2355), 3), ('1241', np.float64(0.2033), 0), ('806', np.float64(0.1683), 0), ('1096', np.float64(0.1605), 0), ('805', np.float64(0.1557), 0)]",0.3,0.5,0.37499999999999994,0.2811773172768426
156,Vetorial,1,1,"[('553', np.float64(0.4339), 2), ('1097', np.float64(0.4065), 2), ('1099', np.float64(0.3953), 3), ('1096', np.float64(0.3105), 3), ('1100', np.float64(0.3042), 2), ('1098', np.float64(0.2357), 3), ('1065', np.float64(0.2284), -1), ('761', np.float64(0.2042), 0), ('1117', np.float64(0.2001), 0), ('1279', np.float64(0.18), 0)]",0.6,0.42857142857142855,0.5,0.5386362717381806
157,Vetorial,1,1,"[('1006', np.float64(0.4144), -1), ('318', np.float64(0.3844), 3), ('160', np.float64(0.3482), 3), ('25', np.float64(0.348), 2), ('498', np.float64(0.3346), 0), ('1393', np.float64(0.3264), 0), ('626', np.float64(0.3139), 2), ('688', np.float64(0.3051), 0), ('372', np.float64(0.2744), 2), ('369', np.float64(0.2727), 3)]",0.6,0.15384615384615385,0.2448979591836735,0.3633533222531341
158,Vetorial,1,1,"[('302', np.float64(0.3511), 1), ('949', np.float64(0.2396), 0), ('691', np.float64(0.2391), 0), ('552', np.float64(0.2227), 2), ('1199', np.float64(0.2133), 0), ('328', np.float64(0.209), 0), ('586', np.float64(0.2004), 0), ('1157', np.float64(0.1958), 0), ('59', np.float64(0.1881), 0), ('405', np.float64(0.1861), 0)]",0.2,0.25,0.22222222222222224,0.2797064099966386
159,Vetorial,1,1,"[('1066', np.float64(0.4471), -1), ('1197', np.float64(0.3278), 0), ('1112', np.float64(0.2711), 3), ('801', np.float64(0.2102), 0), ('1287', np.float64(0.2057), 0), ('958', np.float64(0.201), 0), ('723', np.float64(0.1988), 0), ('1339', np.float64(0.1924), 0), ('844', np.float64(0.1722), 0), ('1115', np.float64(0.1713), 4)]",0.2,0.25,0.22222222222222224,0.10247930755245578
160,Vetorial,1,1,"[('1071', np.float64(0.5911), -1), ('887', np.float64(0.4376), 0), ('890', np.float64(0.4317), 0), ('885', np.float64(0.4187), 0), ('739', np.float64(0.3762), 0), ('741', np.float64(0.3739), 0), ('769', np.float64(0.3704), 0), ('1172', np.float64(0.3399), 0), ('1052', np.float64(0.3359), 0), ('897', np.float64(0.3175), 0)]",0.0,0.0,0.0,0.037091767881241564
161,Vetorial,1,1,"[('1386', np.float64(0.3933), 2), ('1192', np.float64(0.3618), 0), ('461', np.float64(0.3527), 0), ('55', np.float64(0.3501), 4), ('145', np.float64(0.3197), 0), ('959', np.float64(0.3176), 0), ('54', np.float64(0.3075), 2), ('1185', np.float64(0.3024), 0), ('460', np.float64(0.2988), 0), ('1366', np.float64(0.2966), 0)]",0.3,0.5,0.37499999999999994,0.393688628444726
162,Vetorial,1,1,"[('55', np.float64(0.3971), 0), ('959', np.float64(0.3793), 0), ('559', np.float64(0.3602), 0), ('460', np.float64(0.356), 2), ('145', np.float64(0.3381), 0), ('1383', np.float64(0.3358), 0), ('1182', np.float64(0.3242), 0), ('366', np.float64(0.3175), 0), ('376', np.float64(0.3117), 0), ('461', np.float64(0.3086), 2)]",0.2,0.25,0.22222222222222224,0.17683041945308758
163,Vetorial,1,1,"[('492', np.float64(0.6478), -1), ('1231', np.float64(0.3136), 0), ('57', np.float64(0.3032), 3), ('56', np.float64(0.3004), 3), ('373', np.float64(0.2813), 0), ('434', np.float64(0.2743), 0), ('232', np.float64(0.2695), 0), ('233', np.float64(0.2437), 0), ('1040', np.float64(0.2369), 0), ('37', np.float64(0.2347), 0)]",0.2,0.6666666666666666,0.30769230769230765,0.2844891871737509
164,Vetorial,1,1,"[('311', np.float64(0.3446), 2), ('358', np.float64(0.3397), 0), ('316', np.float64(0.2947), 4), ('503', np.float64(0.2811), -1), ('457', np.float64(0.2486), 0), ('72', np.float64(0.2468), 0), ('265', np.float64(0.2459), 0), ('187', np.float64(0.2405), 0), ('415', np.float64(0.2334), 3), ('1225', np.float64(0.2246), 0)]",0.3,0.375,0.33333333333333326,0.37124969544324377
165,Vetorial,1,1,"[('504', np.float64(0.3158), -1), ('71', np.float64(0.2618), 1), ('335', np.float64(0.259), 0), ('569', np.float64(0.2392), 0), ('256', np.float64(0.2299), 0), ('1076', np.float64(0.2179), 0), ('64', np.float64(0.2166), 0), ('72', np.float64(0.211), 1), ('978', np.float64(0.2094), 0), ('376', np.float64(0.205), 0)]",0.2,1.0,0.33333333333333337,0.375
166,Vetorial,1,1,"[('504', np.float64(0.3816), -1), ('256', np.float64(0.2912), 0), ('569', np.float64(0.2595), 0), ('71', np.float64(0.2492), 0), ('335', np.float64(0.2464), 0), ('1302', np.float64(0.2462), 0), ('55', np.float64(0.2293), 0), ('376', np.float64(0.2288), 0), ('1171', np.float64(0.2267), 0), ('1364', np.float64(0.2216), 0)]",0.0,0.0,0.0,0.024592570937829763
167,Vetorial,1,1,"[('553', np.float64(0.5448), 0), ('1099', np.float64(0.463), 0), ('1097', np.float64(0.3949), 0), ('1100', np.float64(0.3842), 0), ('1241', np.float64(0.2991), 0), ('1279', np.float64(0.2988), 0), ('1096', np.float64(0.2528), 0), ('1098', np.float64(0.2509), 0), ('1065', np.float64(0.2373), 0), ('1101', np.float64(0.2247), 0)]",0.0,0.0,0.0,0.11688311688311688
168,Vetorial,1,1,"[('750', np.float64(0.5642), -1), ('965', np.float64(0.461), 0), ('217', np.float64(0.4092), 1), ('136', np.float64(0.3804), 0), ('118', np.float64(0.3803), 0), ('1187', np.float64(0.3785), 0), ('341', np.float64(0.3691), 0), ('970', np.float64(0.3128), 0), ('221', np.float64(0.3071), 0), ('213', np.float64(0.3062), 0)]",0.1,0.5,0.16666666666666669,0.25
169,Vetorial,1,1,"[('750', np.float64(0.522), -1), ('965', np.float64(0.3998), 0), ('217', np.float64(0.38), 0), ('118', np.float64(0.3475), 1), ('136', np.float64(0.3336), 0), ('341', np.float64(0.3322), 0), ('1187', np.float64(0.3157), 0), ('970', np.float64(0.2916), 0), ('127', np.float64(0.2912), 0), ('213', np.float64(0.2806), 0)]",0.1,0.25,0.14285714285714288,0.16981351981351983
170,Vetorial,1,1,"[('893', np.float64(0.4803), -1), ('238', np.float64(0.4021), 2), ('905', np.float64(0.3442), 0), ('904', np.float64(0.3216), 3), ('239', np.float64(0.3014), 3), ('139', np.float64(0.269), 2), ('1082', np.float64(0.2577), 0), ('140', np.float64(0.2183), 0), ('223', np.float64(0.203), 0), ('906', np.float64(0.1925), 3)]",0.5,0.8333333333333334,0.625,0.4646953405017921
171,Vetorial,1,1,"[('516', np.float64(0.3923), -1), ('431', np.float64(0.3664), 1), ('714', np.float64(0.3321), 0), ('594', np.float64(0.2933), 0), ('800', np.float64(0.2799), 0), ('141', np.float64(0.2595), 4), ('1155', np.float64(0.2456), 0), ('252', np.float64(0.238), 1), ('1066', np.float64(0.2357), 0), ('672', np.float64(0.2296), 0)]",0.3,1.0,0.4615384615384615,0.40277777777777773
172,Vetorial,1,1,"[('527', np.float64(0.6813), -1), ('320', np.float64(0.6302), 1), ('321', np.float64(0.4271), 1), ('322', np.float64(0.4227), 3), ('476', np.float64(0.291), 3), ('107', np.float64(0.2827), 0), ('1281', np.float64(0.2819), 0), ('1370', np.float64(0.2806), 0), ('478', np.float64(0.2651), 0), ('1220', np.float64(0.2289), 0)]",0.4,1.0,0.5714285714285715,0.6791666666666667
173,Vetorial,1,1,"[('532', np.float64(0.533), -1), ('367', np.float64(0.33), 1), ('451', np.float64(0.259), 1), ('917', np.float64(0.1846), 0), ('1073', np.float64(0.1837), 0), ('470', np.float64(0.1666), 0), ('777', np.float64(0.1655), 0), ('251', np.float64(0.1583), 0), ('155', np.float64(0.1481), 0), ('1054', np.float64(0.1457), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
174,Vetorial,1,1,"[('483', np.float64(0.5272), 0), ('411', np.float64(0.3421), 1), ('1274', np.float64(0.3338), 0), ('1319', np.float64(0.3323), 0), ('523', np.float64(0.317), 0), ('1157', np.float64(0.3092), 0), ('501', np.float64(0.3031), 0), ('1390', np.float64(0.2685), 0), ('35', np.float64(0.2423), 0), ('1151', np.float64(0.2403), 0)]",0.1,0.2,0.13333333333333333,0.15422168987456442
175,Vetorial,1,1,"[('941', np.float64(0.5579), -1), ('1221', np.float64(0.3751), 0), ('270', np.float64(0.3111), 0), ('668', np.float64(0.2732), 0), ('139', np.float64(0.272), 0), ('666', np.float64(0.2499), 0), ('1078', np.float64(0.246), 0), ('34', np.float64(0.2427), 0), ('491', np.float64(0.2391), 0), ('1222', np.float64(0.2351), 0)]",0.0,0.0,0.0,0.05056973446350092
176,Vetorial,1,1,"[('963', np.float64(0.4245), 0), ('542', np.float64(0.3824), -1), ('5', np.float64(0.2581), 0), ('1073', np.float64(0.2316), 0), ('981', np.float64(0.1973), 0), ('606', np.float64(0.1944), 0), ('869', np.float64(0.1903), 0), ('1221', np.float64(0.1736), 0), ('978', np.float64(0.1725), 4), ('872', np.float64(0.1712), 0)]",0.1,0.14285714285714285,0.11764705882352941,0.060298943590061625
177,Vetorial,1,1,"[('589', np.float64(0.7046), 2), ('588', np.float64(0.6093), 2), ('576', np.float64(0.4801), 0), ('590', np.float64(0.47), 4), ('543', np.float64(0.4624), -1), ('216', np.float64(0.3566), 0), ('578', np.float64(0.3427), 0), ('592', np.float64(0.3326), 3), ('138', np.float64(0.3245), 0), ('591', np.float64(0.2529), 0)]",0.4,0.8,0.5333333333333333,0.740909090909091
178,Vetorial,1,1,"[('591', np.float64(0.5095), 1), ('216', np.float64(0.2939), 0), ('589', np.float64(0.2743), 4), ('543', np.float64(0.2727), -1), ('138', np.float64(0.2336), 0), ('592', np.float64(0.2236), 0), ('590', np.float64(0.2097), 3), ('214', np.float64(0.2008), 0), ('1153', np.float64(0.1967), 0), ('237', np.float64(0.1856), 0)]",0.3,0.75,0.4285714285714285,0.5904761904761904
179,Vetorial,1,1,"[('633', np.float64(0.3063), -1), ('680', np.float64(0.2727), 3), ('224', np.float64(0.2415), 0), ('682', np.float64(0.2298), 3), ('428', np.float64(0.2289), 0), ('227', np.float64(0.2184), 0), ('918', np.float64(0.2124), 0), ('1080', np.float64(0.1912), 0), ('706', np.float64(0.1882), 0), ('512', np.float64(0.1871), 0)]",0.2,0.5,0.28571428571428575,0.2687404507257449
180,Vetorial,1,1,"[('548', np.float64(0.4368), -1), ('622', np.float64(0.3508), 2), ('616', np.float64(0.2897), 4), ('314', np.float64(0.2615), 0), ('617', np.float64(0.2492), 4), ('1103', np.float64(0.2337), 0), ('218', np.float64(0.2281), 0), ('613', np.float64(0.1799), 0), ('882', np.float64(0.1708), 0), ('806', np.float64(0.1614), 0)]",0.3,0.42857142857142855,0.3529411764705882,0.3725328592975652
181,Vetorial,1,1,"[('997', np.float64(0.4903), 3), ('610', np.float64(0.4617), 0), ('1195', np.float64(0.3917), 0), ('993', np.float64(0.3794), 0), ('176', np.float64(0.3764), 0), ('695', np.float64(0.3604), 0), ('131', np.float64(0.3153), 0), ('177', np.float64(0.3098), 0), ('697', np.float64(0.3097), 0), ('1062', np.float64(0.3062), 0)]",0.1,0.2,0.13333333333333333,0.25000090979393175
182,Vetorial,1,1,"[('634', np.float64(0.7244), -1), ('685', np.float64(0.5068), 1), ('686', np.float64(0.3005), 3), ('593', np.float64(0.2892), 0), ('712', np.float64(0.2609), 0), ('70', np.float64(0.2369), 0), ('1300', np.float64(0.2233), 0), ('797', np.float64(0.2229), 0), ('39', np.float64(0.2209), 0), ('334', np.float64(0.2205), 0)]",0.2,1.0,0.33333333333333337,0.5833333333333333
183,Vetorial,1,1,"[('1247', np.float64(0.2821), 4), ('804', np.float64(0.281), 4), ('758', np.float64(0.2802), -1), ('808', np.float64(0.2465), 1), ('1243', np.float64(0.2367), 4), ('809', np.float64(0.231), 1), ('810', np.float64(0.1859), 4), ('88', np.float64(0.1656), 0), ('806', np.float64(0.1653), 4), ('268', np.float64(0.1596), 0)]",0.7,0.5384615384615384,0.608695652173913,0.6476008898026498
184,Vetorial,1,1,"[('554', np.float64(0.3195), 0), ('207', np.float64(0.3104), 0), ('82', np.float64(0.2091), 0), ('716', np.float64(0.2017), 3), ('715', np.float64(0.1959), 3), ('509', np.float64(0.1896), 0), ('687', np.float64(0.185), 0), ('1348', np.float64(0.1843), 0), ('1217', np.float64(0.182), 0), ('895', np.float64(0.179), 0)]",0.2,0.2857142857142857,0.23529411764705882,0.16200381637693395
185,Vetorial,1,1,"[('856', np.float64(0.7807), 3), ('1008', np.float64(0.6742), 3), ('766', np.float64(0.6603), 2), ('857', np.float64(0.6467), 2), ('391', np.float64(0.611), 0), ('859', np.float64(0.6078), 2), ('858', np.float64(0.606), 2), ('948', np.float64(0.5832), -1), ('658', np.float64(0.5715), 0), ('864', np.float64(0.5451), 0)]",0.6,0.6666666666666666,0.631578947368421,0.802209772798008
186,Vetorial,1,1,"[('1062', np.float64(0.3847), 3), ('610', np.float64(0.3657), 0), ('1243', np.float64(0.3542), 0), ('1075', np.float64(0.354), 3), ('1239', np.float64(0.341), 0), ('1074', np.float64(0.3312), 3), ('803', np.float64(0.3082), 0), ('923', np.float64(0.2892), 3), ('924', np.float64(0.2664), 3), ('160', np.float64(0.2395), 0)]",0.5,0.3125,0.38461538461538464,0.22536650377783715
187,Vetorial,1,1,"[('763', np.float64(0.5478), -1), ('841', np.float64(0.4469), 0), ('1068', np.float64(0.4095), 0), ('887', np.float64(0.3895), 0), ('897', np.float64(0.3894), 0), ('1126', np.float64(0.3734), 0), ('743', np.float64(0.3671), 4), ('847', np.float64(0.3506), 0), ('739', np.float64(0.3501), 0), ('839', np.float64(0.3419), 3)]",0.2,0.3333333333333333,0.25,0.11651341026081435
188,Vetorial,1,1,"[('725', np.float64(0.4032), 2), ('909', np.float64(0.3018), 3), ('722', np.float64(0.2975), 2), ('640', np.float64(0.2904), -1), ('781', np.float64(0.2217), 0), ('720', np.float64(0.2162), 0), ('209', np.float64(0.2064), 0), ('1331', np.float64(0.2063), 0), ('137', np.float64(0.2008), 0), ('102', np.float64(0.1989), 0)]",0.3,0.2727272727272727,0.28571428571428564,0.4319057168321873
